MID,GID
3887,11
313,11
528,4
657,15
4844,13
1829,5
4535,14
8754,2
5025,5
3920,4
5056,11
4458,4
1553,5
4525,12
4904,19
5402,1
1929,14
8031,10
3721,11
7342,3
7046,20
3135,10
8551,10
6527,2
2848,1
5804,1
2580,3
521,6
6191,11
6052,14
7461,7
5307,12
3400,2
3190,9
530,9
7130,18
6440,12
4369,20
3596,12
3672,12
5713,1
1021,13
4404,13
5160,12
7388,6
4766,10
878,10
286,1
6711,11
3204,8
1200,12
1984,13
6795,11
7484,14
6340,5
7336,8
7100,7
4174,1
8287,1
979,9
3619,20
4205,16
1664,16
6614,3
616,10
5417,15
8249,2
8550,3
5159,19
8451,17
5352,20
3103,5
6046,6
6849,19
8405,7
1182,9
3884,6
2453,11
1959,15
4680,4
7802,10
3855,19
5731,8
2098,19
5604,4
5139,17
2558,11
6483,16
3399,6
2668,2
8061,12
1475,20
95,7
5218,19
5246,1
682,18
1467,6
3048,18
4470,12
1317,18
883,11
2329,4
8074,20
3394,17
4952,19
5987,9
6536,9
4859,12
4717,15
5012,5
8576,11
8620,19
1675,17
7844,17
5403,20
30,10
1348,13
458,10
1555,1
7367,12
6431,14
4426,6
2501,16
4611,14
526,9
8051,7
7914,10
729,5
7499,16
1217,12
4921,2
1377,12
5054,13
1521,15
7506,9
3546,9
8704,11
5327,17
8577,9
2974,1
160,17
753,3
3356,4
7791,7
6948,16
5958,3
85,13
2041,18
307,9
3362,11
7147,5
1907,13
4724,7
1003,17
6225,1
702,7
8781,12
1428,10
6192,6
8777,1
748,5
2505,1
5452,11
171,13
1029,16
975,18
2948,17
5349,18
1840,1
8000,4
1944,11
2315,11
2778,20
50,18
1433,12
2810,13
8458,16
3441,15
2184,1
1340,17
732,4
650,15
225,10
8207,8
5421,13
1216,1
8409,19
1266,12
1232,2
2321,18
5772,8
7282,16
206,4
4728,17
6872,11
1564,17
5661,6
8144,3
2188,3
8240,9
3328,11
5136,18
880,5
6516,3
4830,14
2622,5
8793,2
1100,12
2704,1
693,10
1756,7
4239,11
5534,16
6004,5
1882,19
3917,2
7725,10
4084,11
4496,11
6589,17
1866,16
8055,12
2608,3
5313,11
2626,14
1077,11
7057,12
2507,1
8057,1
8539,14
1083,8
1157,9
7512,17
4378,13
4010,6
2711,16
2177,12
6520,9
4684,14
666,14
3315,10
4708,12
7914,13
6709,10
7804,6
3575,6
3527,8
7602,14
5017,1
287,9
8083,2
1117,5
7239,17
7128,1
4676,8
6023,6
2533,18
8063,15
3356,9
929,19
2996,10
1303,7
6416,18
3533,15
6125,11
7572,15
7926,5
3853,2
2414,10
5324,3
5118,2
1500,13
6059,13
6424,9
6755,6
7744,17
8387,16
2191,6
6609,6
966,18
2641,2
5047,15
8418,16
4124,4
69,14
330,14
1042,6
978,13
292,1
6732,17
3108,14
408,18
8093,14
7721,5
5140,20
5292,3
5707,17
3518,12
2592,18
5921,2
6134,6
3506,1
90,17
166,10
7205,3
1323,6
3053,1
7636,7
2898,5
6177,6
6436,17
5279,1
7944,7
3305,11
8326,15
1713,10
7870,15
6569,1
2460,14
7108,16
1137,1
3876,15
1077,3
7296,9
2779,5
4099,17
8473,9
6084,20
6244,15
1881,19
1781,8
7014,16
7971,12
3976,17
7575,13
1527,4
1403,17
1156,17
2103,13
637,13
4623,1
885,17
3450,15
8111,20
1656,18
3514,1
1498,4
5255,6
5923,14
4349,11
6764,9
5365,11
6438,14
1225,14
6456,19
6527,10
5001,5
994,15
5557,19
4220,20
5697,18
4281,17
8538,17
1546,20
7343,9
4789,20
3186,20
6141,15
8471,17
8297,17
2757,10
6118,6
4289,17
3880,17
4415,8
539,11
6715,3
8390,8
7927,8
4284,16
3586,12
6668,3
1281,20
4727,13
1671,16
7299,12
5437,15
1840,19
3477,1
2933,16
6663,10
1759,14
6889,9
6442,6
189,8
3293,11
959,16
1889,1
2186,5
8489,10
6758,1
3990,1
8690,6
6354,5
7589,10
5392,3
1346,13
5280,13
6723,2
7108,7
4761,8
1415,15
1624,7
3499,4
1796,20
5990,7
6767,8
5679,4
3888,9
7301,1
4738,8
7169,7
3589,1
453,20
6790,5
4211,6
871,7
1150,18
5451,1
5364,17
3166,17
8385,7
961,16
4655,11
8098,17
255,3
262,5
2553,5
198,14
8022,13
4384,4
6875,5
1155,18
7219,5
3752,11
1850,7
2645,16
5101,15
6017,2
3490,8
3227,11
3690,7
7086,2
8326,1
1535,2
4846,5
8385,18
6969,16
498,7
423,19
7257,18
5405,11
577,7
6604,14
6766,10
7802,15
8172,9
1033,16
6421,12
6403,5
3886,13
6624,4
1544,11
44,3
6068,15
6427,19
6400,16
5501,20
214,16
6522,11
6348,1
3591,1
1271,6
1076,12
7164,19
1427,2
1767,20
7121,2
8498,12
4666,5
2697,14
1280,20
4793,2
676,4
2615,9
6997,5
4647,16
242,1
1180,1
7871,13
8384,11
952,15
163,17
7660,14
772,19
2899,9
4110,10
6993,3
5317,9
7400,15
37,10
7172,1
2872,15
4801,13
1234,12
7726,13
5367,5
7239,4
4354,14
3899,15
6493,20
2029,8
4110,4
7984,18
4403,18
933,14
7631,3
3143,11
6825,15
4335,18
1305,19
1920,19
7901,4
6237,18
137,4
96,17
5136,1
3133,3
1786,19
4552,3
5587,18
4221,10
8731,16
3104,11
4973,8
7284,8
7817,8
1737,19
1323,13
5724,8
8138,2
3521,15
3120,5
4767,17
6807,20
4189,2
7873,14
7181,15
6908,19
3620,11
5387,17
1977,7
7561,16
7254,7
2082,5
7689,3
5454,10
987,5
3947,3
3084,17
476,16
2238,14
2038,20
4716,15
6548,1
2951,20
4730,19
7444,9
1340,4
3038,16
5741,20
6048,7
1201,1
6996,6
7549,2
5180,12
1327,15
1933,13
5874,1
3480,10
8449,16
4359,4
2954,13
7133,12
4474,9
471,19
1312,13
5809,4
7595,1
2984,3
755,20
511,3
5019,1
4094,14
8319,14
2825,9
4599,2
3193,4
398,4
5921,17
2160,8
8453,18
1177,9
7769,6
2068,7
2918,2
3952,19
4322,8
7204,1
571,7
789,3
4887,9
6675,12
4839,5
7315,17
5062,11
4364,1
1429,5
4048,11
4443,18
8680,2
1078,14
5505,7
1273,1
5712,5
8316,20
8709,20
5362,9
7462,4
5482,11
4701,7
1240,1
6294,10
5661,17
6787,13
7345,1
8286,11
5516,19
4904,6
721,15
709,11
2771,2
6683,3
27,16
2361,1
1359,7
2725,1
5043,16
7772,18
5515,5
4654,16
2015,4
5083,12
6227,5
8647,9
6615,5
4987,3
6895,15
815,5
3488,11
143,9
8774,20
790,3
5532,5
8423,1
7317,6
555,14
4427,18
7991,8
3600,10
2797,2
4820,4
7178,9
8093,8
529,5
7543,20
4024,10
3428,12
2805,17
7632,1
7307,10
6676,17
6944,10
1470,19
5184,7
7228,12
2492,20
6097,14
3872,6
1397,4
1954,9
5869,9
1003,9
6906,1
3982,17
2900,15
5738,9
1740,5
7054,18
1918,17
5323,7
4887,2
6784,6
1587,6
4764,7
3291,8
5599,6
6855,17
4905,19
4134,18
4648,9
3974,3
4728,3
5744,9
4089,17
614,16
5954,10
5848,7
6860,1
6597,19
8543,4
932,19
1409,5
2088,19
1717,8
302,18
3384,5
7659,12
55,6
1372,2
6479,12
5981,5
281,2
224,7
3494,16
652,7
4380,18
3827,1
2364,11
1382,13
7920,19
6811,9
6047,5
7665,20
625,15
5419,11
8017,3
6398,3
7157,14
1240,8
7869,13
1452,11
6395,8
5417,5
3989,11
6109,20
2762,1
6219,16
5019,7
4177,7
8334,9
8048,20
2730,19
63,12
107,15
4253,20
6358,19
7136,9
1660,5
3058,9
6093,15
3413,9
2010,7
6160,15
4551,17
7769,20
1427,18
8284,8
220,7
5900,20
7879,17
506,20
8638,16
4228,3
3601,14
2179,4
2851,6
8723,20
1086,7
6728,8
4848,10
1683,7
858,9
6642,9
7637,14
1127,17
7851,17
7871,10
7236,19
4178,4
6678,4
4678,17
2616,9
3977,2
4587,9
1159,13
7831,19
4511,19
3741,16
1146,1
7641,14
2993,15
8248,1
2367,20
6703,14
5598,6
2615,5
5633,1
2099,4
321,18
3030,13
1920,13
4271,13
746,10
2015,6
7171,18
5381,1
7924,15
7343,8
1618,17
628,15
144,5
4966,16
6992,19
4157,13
8535,3
8686,17
1659,5
538,4
1474,18
5021,3
3899,13
2864,20
7913,19
1981,11
4187,19
4061,18
3851,5
6391,11
6382,20
5134,6
5663,14
2489,2
2859,6
5025,18
3978,8
8158,4
6934,2
3439,8
4246,11
943,19
652,5
468,3
1088,11
508,18
7638,2
6895,20
1523,10
449,15
6241,1
3785,7
824,15
1808,6
7476,4
8102,14
948,3
1224,2
6867,7
5133,8
6474,5
8389,5
4368,18
3680,5
3548,15
683,6
1406,6
2478,7
4403,6
7351,2
8615,16
4108,5
8199,6
5786,1
4759,20
8003,2
5226,14
848,18
1744,14
4247,16
2291,8
3824,3
1304,20
1518,3
5108,1
2160,1
709,20
6585,7
1131,13
8089,18
1550,1
6348,14
7914,1
4891,10
6816,1
4769,10
1820,3
3674,6
8310,7
4912,8
616,1
888,9
534,15
4957,12
2527,20
1222,19
228,3
6489,3
3067,19
5889,14
7238,16
1470,12
2817,3
7800,13
1439,19
3548,18
5079,4
7182,20
8603,5
8340,9
1161,5
5132,9
5391,4
1519,20
1968,19
4370,18
671,4
1,16
3123,3
4635,13
8331,5
1343,1
4100,5
6980,16
5570,9
5454,12
7899,1
4397,2
6173,13
7019,18
4540,12
8128,20
7301,17
1387,10
283,16
89,15
2465,4
5614,7
3723,18
2562,8
4078,8
8430,14
3373,6
3478,6
1744,16
6876,15
4102,16
1614,2
5746,15
8362,14
5368,1
5086,19
6618,13
5192,15
6376,19
5840,1
2785,14
8648,9
3639,13
6785,20
8611,9
8741,12
2541,13
2396,16
4416,12
2792,3
3243,13
2836,4
1152,20
402,14
7567,14
1608,4
930,17
1266,13
284,13
907,10
8241,4
7159,15
5929,2
1481,16
3520,16
1880,15
1684,13
6040,13
4144,20
5748,14
6412,9
7150,13
910,10
6251,11
2203,9
7926,8
3566,20
4080,18
4033,10
724,9
7343,16
2937,8
2770,12
1619,10
1681,11
1693,11
6774,6
2276,17
634,12
2874,8
7423,2
7105,18
3633,13
6155,3
778,4
6392,5
8495,10
6702,6
2215,17
7743,4
339,7
7588,15
8097,12
1839,6
862,19
3321,8
3333,3
245,2
1700,14
2212,4
6960,15
60,15
8622,4
2583,7
4061,7
5424,13
2894,5
497,15
8616,13
1697,12
3586,7
30,4
7664,11
931,4
7942,16
1057,15
5966,8
2264,11
296,16
5679,14
8707,19
2022,8
8106,10
1121,13
2847,6
7979,14
5639,5
573,19
6376,4
8581,2
6137,4
5507,11
6191,13
6837,12
6353,6
3193,6
1786,20
8238,19
5884,17
5137,14
5043,11
5317,20
5466,10
807,8
2814,12
5308,17
8367,15
3598,1
1826,3
3002,7
6816,8
7754,14
3056,6
513,18
5932,2
5926,6
8482,10
6043,5
6410,13
2567,20
2936,3
3540,7
5638,2
2337,15
6947,6
2095,1
1897,3
6156,7
4169,13
6077,9
5846,9
1974,5
8143,18
3187,3
4522,11
8603,16
1051,12
7233,18
8724,1
8283,20
2540,8
6660,18
7029,6
2752,7
2340,12
7916,19
1352,17
174,1
8396,2
1327,4
893,5
6744,9
4055,4
3595,5
5721,2
5395,16
3533,19
7819,1
7141,20
7857,7
58,3
8252,8
431,14
6226,1
3566,10
5994,7
1049,14
4729,6
2317,8
5527,18
7946,14
2468,3
6608,17
2857,12
7445,18
5252,4
5814,20
1383,14
6616,1
7551,14
4337,20
8232,1
1368,16
5338,11
4662,9
2638,2
429,8
5673,10
2658,7
4942,5
8510,4
139,12
6352,7
4502,10
8102,19
7242,16
6703,11
6822,10
2161,4
7321,13
3100,19
7851,18
6828,19
589,16
4596,15
547,19
7075,11
4757,18
7461,18
874,3
8412,16
4745,3
177,13
8636,12
236,19
7609,7
3221,18
7243,7
317,15
5236,16
8130,2
651,19
8732,17
5860,3
6495,16
7478,13
3358,19
2948,1
2735,7
7388,4
288,15
5472,13
2009,8
4142,13
8183,7
7341,16
1399,15
6147,13
1234,7
4026,3
3180,9
1407,1
8568,14
5783,19
1840,7
4580,5
6661,15
6603,2
6083,17
1664,19
7043,14
4575,18
4389,3
1364,9
2254,4
8163,16
3419,8
92,14
2924,1
7026,6
8065,9
8045,13
7289,2
8257,14
403,20
5325,13
1074,15
834,10
5699,9
1310,19
1627,15
7984,13
7302,15
2403,15
3076,2
8402,5
5006,15
2516,15
8380,17
3867,1
3164,9
6430,6
1213,13
6644,2
7632,2
6040,5
4369,1
7951,2
5486,3
5973,19
6090,13
8596,18
1194,10
6865,13
4467,5
2557,14
7974,13
2158,12
6460,17
3145,1
3722,20
6730,4
166,5
3563,17
5178,19
8135,11
8662,6
6790,10
870,13
5194,13
4385,10
2696,14
6503,5
673,5
4659,8
2004,2
416,17
6491,15
5577,1
743,9
5813,4
7910,17
8655,9
2493,6
4542,19
7033,7
6269,15
4362,19
6769,19
6875,2
5120,19
6249,9
1113,16
8232,2
3491,4
8469,7
1196,15
1854,1
723,6
2814,13
4600,16
6236,3
643,2
6220,15
1803,18
5757,19
2042,13
7176,2
670,14
5013,5
6821,14
1400,6
7855,19
5136,9
5031,17
8041,12
3557,5
6754,4
7369,18
8424,7
5261,13
6747,9
2158,10
7468,14
3342,18
4297,11
1764,18
5449,9
5130,11
7096,18
1888,7
5533,19
3954,13
580,3
8382,5
4109,15
7691,2
6222,20
6610,20
5658,13
4808,13
2157,5
4599,8
6220,6
6061,20
7637,13
5084,20
6434,12
3118,6
7583,13
8701,9
2507,17
1013,13
5708,12
6315,14
323,13
6706,19
5254,14
4334,18
847,13
4742,4
2404,12
293,4
1979,7
6796,17
1803,9
703,13
4092,17
7888,9
4549,6
8378,2
5047,17
1777,20
7290,8
5110,6
4191,19
4300,1
2145,6
2788,11
5329,7
8096,15
2895,15
886,18
3805,11
6541,13
862,18
5872,19
5094,2
3289,12
8347,11
8187,6
7707,11
5993,17
4685,16
3215,15
686,15
4812,20
6302,7
2930,16
3647,10
6410,20
3895,11
5555,16
8194,20
1703,18
5318,4
736,15
516,13
8054,9
2269,12
1131,16
8759,6
2469,5
319,7
7689,16
262,9
5983,6
6880,8
417,3
7290,14
2279,20
1741,15
1532,1
3812,8
3802,20
3098,2
2664,1
4964,3
7544,9
7352,16
4926,3
7750,15
8285,12
5072,16
4291,4
6599,17
3203,4
7736,7
5101,18
4799,19
5894,9
3911,3
5616,9
5626,5
7736,2
6497,16
8357,17
329,15
2112,1
7695,5
6909,2
6044,5
757,6
4500,8
8009,16
5322,9
6334,16
5131,20
780,14
6148,7
4991,5
5503,7
2067,11
2919,2
7453,2
4789,1
3440,15
4226,4
7054,16
3353,4
7064,11
2407,17
8394,14
5955,7
2680,9
4854,20
5607,4
4694,17
4718,17
935,14
2920,13
3671,16
593,19
6100,11
6484,12
6990,5
5946,1
7172,17
7292,9
1610,13
5234,1
1120,19
5240,6
8184,19
6078,8
3455,4
3430,14
2702,11
606,20
4749,7
6687,5
758,20
2620,3
6468,20
5958,8
8333,20
7264,1
495,10
2081,9
2153,14
8520,7
4310,7
2133,2
675,14
352,9
6118,11
4397,9
8530,7
6540,1
3853,15
2560,14
3741,8
8582,8
3264,10
8388,13
5164,7
999,20
8736,8
3298,14
3006,1
2869,14
3578,18
319,19
4109,16
4202,17
5744,14
37,12
3890,2
5372,5
5141,13
4309,18
237,17
1533,3
6545,16
1160,12
8800,8
4379,16
8804,16
6828,15
7702,7
3426,16
5445,9
5764,6
5736,20
4343,20
4469,14
8089,14
5106,9
4866,18
4413,4
8446,20
7394,4
2536,11
667,20
2000,7
3954,17
5659,10
6887,10
8616,9
3329,3
5123,17
4416,17
7505,18
3601,15
7469,12
734,1
7626,5
3527,3
526,18
6474,13
2388,10
4058,16
8022,6
3066,7
459,4
8391,6
8544,5
449,8
1808,9
2918,13
5085,10
3123,12
1615,9
6282,16
7372,6
1660,18
4948,3
2424,5
8173,1
3965,7
8370,16
6755,8
8650,9
688,9
6194,7
2393,19
5307,2
8260,5
1843,2
6040,20
5012,17
2695,14
4992,13
2015,7
7932,10
1661,8
416,14
6328,20
5501,11
6291,4
4861,15
1011,18
3849,15
2239,14
6758,11
36,15
8021,13
4788,15
4741,2
2184,6
2779,14
1815,1
2629,12
4403,14
4020,20
5499,17
604,9
3244,11
3448,20
1667,20
4377,10
2657,18
7202,5
6969,15
8001,4
1219,6
5171,17
5953,14
5759,11
3801,3
1472,19
8508,15
1602,9
5719,5
1973,8
7393,5
6439,12
4689,12
8035,8
382,10
6942,6
6817,10
860,5
6710,20
5578,3
5016,19
6435,8
1759,4
2647,20
4777,20
1462,19
2602,8
890,18
8178,19
4491,3
1401,15
5443,19
3916,19
600,12
8703,8
160,18
4341,7
7079,19
7612,2
7123,7
1546,11
5691,8
186,20
4402,16
8633,17
6445,8
6829,16
6721,13
631,1
1845,20
1226,13
8223,9
486,13
793,4
5718,3
2439,19
3857,18
2343,20
1968,20
6960,1
4097,18
2129,5
6428,17
4295,14
2489,16
2733,5
6873,20
1235,15
6828,18
1924,16
58,2
6930,14
5831,16
8017,19
1666,4
795,3
1717,2
4421,12
4984,9
724,19
5874,15
2594,6
6425,8
7661,2
6121,1
492,5
6642,5
7123,13
1320,11
1136,11
7030,20
7819,18
3766,10
3208,7
2759,14
1541,7
2687,8
314,17
8510,13
442,13
8515,6
1535,8
8600,2
5128,1
7877,12
6304,9
311,4
488,20
2384,18
3569,7
4523,12
4342,13
1754,6
6045,11
1445,18
42,17
7436,1
2707,14
8153,13
4038,6
6573,18
4773,11
4488,14
5969,4
8654,20
6454,7
6305,20
1389,14
6814,8
1346,19
5963,7
179,6
2479,17
2331,7
1515,8
3199,5
1336,20
2802,17
7578,16
591,5
8329,17
8017,20
4296,8
7835,8
7370,12
7578,19
5953,7
3305,9
4479,18
444,7
7339,10
3031,2
5252,15
7593,3
6064,6
7804,9
3031,3
3819,14
5067,14
6292,4
8751,10
3358,18
2944,9
2382,18
2826,13
7024,19
2753,20
8759,14
719,17
2600,8
29,1
7250,10
6422,20
6298,17
80,4
5323,17
277,6
7035,12
5294,5
7311,18
3685,18
7144,7
4044,7
3694,17
397,1
5739,10
504,5
3177,5
6453,16
645,12
8451,3
4833,5
7813,3
5591,18
911,14
8657,6
5053,15
8105,19
1791,9
7813,9
6836,6
1684,17
5177,3
8393,7
3228,7
7545,15
7026,10
2201,1
1910,19
5438,18
7999,8
6163,13
8673,7
8763,9
2384,17
2561,4
4263,13
5592,5
4618,4
738,3
2101,20
6615,3
6107,2
1234,10
7785,13
195,8
216,2
2251,16
599,16
1194,17
6281,11
2821,14
2348,7
4749,4
2409,1
2296,19
2228,7
808,16
798,17
3908,20
2946,1
2760,3
1449,17
7249,4
2655,8
7991,13
4698,7
6805,5
4549,19
1470,1
4794,13
5967,9
2244,11
2278,4
474,6
563,3
1823,11
5091,13
3191,9
3117,14
5834,8
7403,9
1066,14
4418,14
924,8
7173,6
4776,12
6922,11
5091,9
741,15
7291,4
6862,3
4869,8
4064,14
2722,13
4248,8
4019,10
3221,10
1886,3
5221,9
1670,13
850,15
570,10
6022,18
7094,2
7537,9
5115,1
2952,3
5129,15
5644,20
2605,3
7909,9
8716,10
8743,20
2896,13
1436,15
6761,15
2594,5
6137,5
4052,15
8138,16
2802,20
3434,17
7970,13
3168,17
3312,3
6389,5
6470,12
3478,10
33,16
5786,13
6382,7
4173,10
7254,16
2666,4
7650,6
2111,14
447,15
1160,17
3415,3
330,2
4124,2
6718,18
2965,8
4583,13
5116,15
2465,14
7340,13
1650,18
4712,18
7722,12
2723,2
7248,9
6028,10
3028,11
6909,13
3488,8
2807,5
6627,5
7756,16
1493,15
2720,2
273,9
8245,3
2238,17
2398,20
6762,17
270,12
2242,4
6372,20
1263,4
5344,18
5314,1
2550,3
5906,2
3643,5
6313,17
2638,14
1576,2
6753,9
3396,4
3212,20
4577,8
8243,12
1438,3
6166,8
4931,4
5581,19
8392,10
4021,3
6684,1
2280,14
5999,18
4152,3
6514,17
5518,11
3584,12
85,17
1417,11
7867,13
6676,16
7843,18
497,13
8703,13
4511,14
2770,8
8183,14
2578,17
405,16
5342,2
4118,7
3556,5
6713,10
3370,8
7456,11
6105,8
6991,9
7560,13
6928,18
8759,1
739,15
5322,16
8597,14
426,18
8661,13
4731,11
8175,17
7883,4
5933,18
5730,6
2671,10
210,13
4932,20
1320,19
7328,17
275,15
7614,19
5762,18
8227,18
5067,16
4784,8
1458,4
908,2
8765,20
3345,19
3396,9
5073,6
5997,11
1650,20
241,4
3634,17
4029,13
706,5
1908,5
6172,12
1150,8
2544,4
6017,1
7223,17
3560,13
5402,10
4819,15
5161,17
6374,13
2618,14
2153,18
7508,3
2967,5
6984,17
5400,2
4653,6
125,1
2736,6
8446,3
5244,14
8357,4
2479,6
2990,6
7555,14
4348,4
1241,9
1257,9
7398,8
1330,7
7200,20
785,9
2945,1
2450,20
4489,11
219,6
7582,17
2352,5
2464,13
267,14
4792,4
5898,16
940,1
7092,7
4567,19
4422,20
1815,6
7922,11
2757,19
3673,5
5641,20
2380,20
2407,5
6274,18
2306,1
5921,8
3216,11
8090,3
5645,3
7382,15
4313,6
6424,5
700,11
8028,12
1008,18
348,10
5505,5
3562,4
8289,17
3836,14
3681,5
8080,6
4206,18
4121,16
5990,4
3289,19
5517,18
3122,11
8477,3
7887,7
3557,11
1852,19
3712,13
5764,5
7931,13
7910,8
3712,17
6451,9
4540,5
8054,14
6275,3
6099,10
7835,12
5962,2
2825,4
6086,7
787,3
1371,11
5276,12
7837,18
5003,1
4395,6
7839,16
1947,18
6653,5
6182,5
331,19
8075,19
1324,15
3265,8
7506,4
5920,4
3358,11
1830,9
4592,16
6053,9
694,3
1792,1
6383,20
7355,17
5690,5
3224,4
2085,2
5849,19
6580,18
2992,20
2714,8
1565,9
4633,14
8768,10
5345,16
6229,9
5344,7
6875,14
8651,7
4402,2
2862,19
8458,13
6289,3
3,9
52,15
3542,14
6327,4
3763,6
2590,11
1531,4
8465,18
8252,9
2213,14
3094,13
6598,10
4185,4
2946,2
5241,6
1885,7
6598,17
6322,13
3005,9
3748,14
161,9
8579,16
4230,16
5309,18
4031,11
4333,16
7716,16
4261,20
6984,7
2602,7
134,14
2174,2
2007,9
977,2
4738,5
8049,13
3417,20
1410,15
3060,15
339,4
686,19
7516,5
5420,11
1000,14
845,16
721,2
7374,5
6284,15
8792,13
5121,5
2626,17
8553,19
1463,3
3256,2
7587,14
8470,4
4319,13
3481,19
7110,3
4025,11
8142,19
3522,2
8219,13
340,20
7492,15
3881,5
5936,3
532,20
6401,9
147,3
8053,9
7098,3
134,19
3479,14
1376,5
6758,3
5745,5
7336,5
8612,5
4905,6
6820,2
2001,4
7095,6
50,12
6282,13
4569,1
5463,18
3535,19
4623,10
5517,6
7500,1
1283,20
801,1
8183,13
4877,1
5733,9
5832,7
5441,19
7569,1
3483,8
6005,17
4092,11
7123,19
3071,9
5424,6
6422,16
7418,9
8544,7
3753,11
5595,15
1330,14
4270,3
997,10
3545,10
6928,5
7423,1
503,2
1579,5
1199,8
2410,10
8593,8
2786,12
7910,15
8062,3
5897,9
6266,14
1833,9
211,20
3951,5
3772,13
963,8
3205,1
6562,6
5190,11
5822,1
3129,15
8647,18
7053,4
7355,3
6990,17
8186,7
5206,18
5344,5
4948,12
7358,13
7156,14
3533,13
181,14
7353,3
2379,19
774,14
4264,7
8546,5
782,12
3439,20
4095,16
3380,8
8740,10
1841,17
5991,13
5576,19
6152,19
1248,9
4021,19
4307,8
6213,12
285,20
3082,17
6007,12
1591,19
6437,20
1189,19
2623,20
5113,15
454,5
8410,20
5272,9
4541,3
8194,14
6232,18
6656,19
5289,19
3025,12
8092,1
740,12
6585,10
5134,1
1611,16
2571,6
4753,15
1176,9
6786,18
1201,15
8197,19
3390,5
2760,8
5879,15
6954,14
8656,3
6839,16
1959,1
8396,18
8675,14
8423,10
4508,18
39,14
464,15
5217,5
2646,18
3607,11
5337,19
8685,10
6568,17
2434,13
2837,12
8706,3
1774,4
2347,18
4953,5
2786,6
3235,7
6465,19
2494,14
7918,9
8027,17
5488,16
807,14
4714,18
3985,7
798,9
5632,18
1269,2
5596,17
2179,3
4883,6
6167,2
2357,9
4940,6
2544,11
3329,13
1737,1
4472,2
4202,9
3312,6
4420,11
204,9
6474,20
4834,19
36,6
6449,17
2161,18
2018,17
1909,12
2571,8
137,18
852,1
5635,7
4586,5
5610,14
1527,17
4190,17
5555,14
6081,3
2817,18
5021,12
8107,9
2873,6
8100,19
6573,3
7310,16
1888,9
8692,6
4399,6
5325,10
6228,10
494,17
3124,17
6852,6
1100,11
6153,18
258,18
4556,13
4230,17
7374,10
2855,3
7399,8
6820,4
6590,7
4555,5
928,8
1773,3
1806,17
6641,11
365,8
6695,18
2206,9
8434,14
4016,2
8204,15
3454,14
8214,10
7108,17
4326,2
7521,3
2710,16
7991,6
3206,16
5720,7
2989,14
4520,17
534,13
641,15
3246,18
5315,14
6146,12
3820,15
4636,9
4687,13
6142,3
6496,12
1057,1
7090,14
350,6
2932,19
6751,8
3905,11
4872,3
6434,10
4667,12
7784,3
6550,17
5260,10
1081,17
8738,4
8598,1
3439,7
2099,19
8541,2
4589,9
7234,12
2156,2
4759,1
4757,7
7444,13
4236,17
5246,5
5124,4
1348,18
4895,12
4981,10
3123,8
6036,6
538,8
26,20
3927,11
4269,10
4768,6
1163,7
166,3
454,8
795,10
4208,17
4815,4
3489,10
3501,12
3284,3
4598,2
4188,15
478,3
3014,5
592,3
3826,20
6920,5
5177,1
8040,7
1265,17
871,4
4466,16
7558,5
1126,7
7873,20
3569,8
6604,17
7037,12
6186,5
4658,19
2387,17
3452,16
6212,14
6686,20
1735,10
3986,18
8340,19
6499,13
2434,11
4238,20
907,11
802,19
13,15
2810,5
8585,5
6661,16
4702,8
3643,2
2475,10
4499,8
174,18
1176,4
3123,16
1280,17
5457,15
5177,6
1308,9
4591,4
8624,9
2038,11
4281,14
1242,15
3887,1
3307,14
5360,13
373,5
5100,13
3577,11
8720,4
7245,19
4459,9
6879,8
5525,19
1420,1
8576,18
7026,20
4157,9
8071,20
1624,3
6889,11
2329,19
7680,20
1168,8
6339,17
3504,4
7615,2
8589,9
5214,6
8638,3
5204,17
2813,18
5688,8
5116,19
3378,12
3814,17
7866,7
4530,8
3438,12
2853,20
6110,1
750,17
455,14
1989,2
5855,5
799,11
1345,4
7776,2
4481,11
3230,16
3010,2
7123,12
57,9
3355,3
4608,15
6242,4
7849,15
7120,7
2914,16
663,10
4524,14
6749,18
561,2
5974,17
7497,8
3308,12
1097,2
623,12
3650,20
1418,17
2962,10
7873,7
5966,16
2557,2
801,2
1142,10
4120,2
2783,8
7239,5
8475,17
5429,1
6096,20
733,1
553,17
3056,7
6500,6
786,7
4949,2
3622,7
7089,18
6300,14
5465,16
905,12
6574,13
4344,3
7773,3
106,19
3732,8
2712,20
5991,15
8384,7
6841,18
3939,8
2150,7
7321,10
4035,1
1866,14
7658,1
6612,20
61,17
3984,5
6751,12
7558,14
7507,15
3103,7
4360,19
4354,11
181,10
7850,15
1542,14
84,5
2823,6
200,17
99,10
5828,17
5831,13
7251,9
2537,4
7012,6
5091,3
8084,1
4824,3
3028,20
2620,18
4345,4
17,3
8492,6
4215,16
6200,19
7546,14
3088,3
5255,12
6304,17
6885,16
7686,10
6937,20
2428,7
7530,13
3471,7
6490,12
6754,5
2846,12
1831,1
5529,15
5807,20
2917,12
3287,17
4123,18
3497,14
733,14
1913,8
4234,13
2627,20
1905,19
5224,20
1444,12
5753,5
4678,16
6546,13
3278,3
558,12
6163,4
4384,1
3952,20
4564,6
1753,7
6449,18
5698,19
2517,18
7640,14
163,14
2400,17
1653,9
3636,1
877,19
6017,17
268,7
3700,16
4015,9
