RPID,MID,ReleaseDate
202,3222,2004-04-20
154,6114,2017-08-10
142,762,2023-05-05
12,3904,2023-09-02
116,7353,2018-05-24
201,2227,1952-09-22
202,2814,1999-01-19
202,4660,2011-12-24
201,2542,1985-11-26
201,3678,1979-03-30
176,952,2025-10-06
202,5212,2011-02-04
6,3482,2017-06-02
27,1461,2024-06-23
138,5445,2017-09-02
17,295,2024-03-19
202,1659,1995-03-06
56,8306,2017-04-18
161,7762,2021-07-03
83,6254,2017-05-09
189,1983,2023-02-25
201,6811,1953-08-04
85,1069,2021-10-09
192,5339,2023-01-19
201,1377,1991-08-14
44,8610,2025-01-19
201,2712,1969-05-31
37,6439,2024-04-24
85,694,2018-08-25
73,1203,2025-09-30
121,8522,2019-05-11
48,1894,2018-01-25
164,2286,2024-12-18
169,6730,2023-09-10
43,8214,2024-01-31
197,613,2021-02-01
202,5271,2016-04-25
178,2728,2019-07-13
202,5421,1997-06-27
59,2635,2017-06-13
201,4555,1987-06-12
60,5746,2020-01-29
75,7180,2025-02-19
180,5713,2025-07-02
19,152,2021-03-17
10,8637,2022-04-29
202,1759,2010-07-04
21,6623,2021-01-19
117,7972,2018-10-22
202,1278,1995-08-24
202,2026,2011-05-25
90,3156,2025-08-25
158,5930,2024-04-29
155,475,2021-01-21
147,201,2021-04-12
201,3605,1955-10-06
158,3003,2023-08-21
192,7486,2025-06-08
131,1170,2018-08-31
202,3084,2000-01-05
152,8108,2018-06-26
48,5077,2021-01-19
42,3334,2017-06-21
202,3236,1999-06-02
202,140,2009-07-05
84,6700,2021-09-30
90,835,2022-12-27
202,7864,2008-10-16
201,8279,1959-02-20
81,6514,2021-03-09
138,6644,2018-03-23
190,7821,2019-08-11
81,4460,2017-04-26
202,3329,2002-09-18
202,351,2015-09-23
1,8673,2025-10-17
109,964,2024-11-14
22,5959,2018-09-22
202,8248,2009-12-24
202,7612,2001-10-08
130,7787,2022-04-20
30,4934,2025-08-03
160,3970,2025-07-14
46,8037,2017-01-23
142,2293,2020-09-03
61,1264,2025-10-19
201,4020,1961-12-27
116,8286,2017-07-18
201,7292,1983-08-17
184,5832,2017-05-24
28,7713,2020-10-23
201,6591,1975-02-16
151,4056,2025-10-29
149,566,2018-09-20
202,7880,2015-01-19
202,2196,2013-08-11
83,1236,2025-03-04
126,5281,2019-07-10
17,5664,2024-07-30
100,7401,2024-01-17
30,6606,2017-03-20
202,8769,2001-01-27
31,7477,2023-01-18
146,2726,2024-09-16
202,4427,2011-08-25
185,5729,2017-01-28
106,1453,2021-07-29
97,7591,2025-01-08
159,3507,2022-10-18
128,744,2020-11-06
39,4006,2023-12-06
177,1360,2021-12-13
62,2592,2024-11-17
202,3680,2000-03-29
201,2568,1952-09-12
89,6544,2020-09-14
45,5377,2025-08-01
62,211,2017-08-13
116,2496,2023-07-31
115,475,2020-10-31
174,6616,2020-09-22
17,6712,2021-06-20
80,8050,2018-06-06
117,4583,2019-09-01
13,744,2018-05-25
170,7045,2018-05-03
44,5855,2018-10-06
198,4422,2019-01-06
202,4994,2001-10-18
202,2865,2012-06-30
202,7934,2005-03-06
166,1358,2023-06-17
135,3298,2021-03-07
202,678,2015-04-22
202,751,2004-07-03
202,5491,1995-05-18
138,4138,2021-04-09
121,6273,2019-05-07
5,4878,2020-10-04
201,6446,1951-12-31
164,1938,2019-08-14
202,963,2009-02-23
59,7928,2022-09-17
30,6707,2023-01-26
3,4567,2019-06-28
174,6013,2018-08-08
202,4893,2009-08-14
202,4961,1999-10-26
120,7376,2018-04-30
202,8200,1997-04-13
93,3539,2018-07-06
147,8477,2021-06-01
53,7178,2018-09-27
147,2845,2023-08-07
20,843,2021-11-17
120,3867,2022-03-12
202,797,2013-12-21
201,1519,1952-10-24
139,5247,2023-08-30
201,992,1992-10-02
41,6746,2022-04-16
159,6217,2021-07-31
26,8660,2018-12-18
5,3263,2025-07-29
130,746,2021-01-11
106,6089,2025-10-26
192,4922,2019-10-30
6,8162,2023-09-14
134,246,2023-09-03
167,4040,2020-08-22
10,2132,2020-05-23
167,7633,2023-03-24
63,1499,2020-07-12
161,4180,2020-01-04
201,2352,1955-03-25
163,6860,2023-02-04
89,6473,2018-07-21
202,4800,2003-01-24
106,794,2025-04-04
202,1532,2014-08-17
4,8620,2025-09-28
202,8218,2006-08-04
7,1295,2022-10-19
202,5801,2006-09-11
151,5808,2024-10-10
202,4873,2001-06-08
202,7702,2001-07-18
123,4964,2020-10-10
202,7183,2013-06-04
3,7830,2019-06-19
119,5524,2017-05-28
65,422,2018-10-21
183,5347,2023-02-22
8,1479,2020-07-15
125,4482,2020-06-14
190,8207,2017-11-05
202,2634,2015-01-05
116,7628,2019-06-22
7,7316,2019-01-16
138,8602,2020-09-10
124,3140,2019-05-28
199,1058,2017-10-09
202,5132,2012-09-11
202,5960,1995-10-10
38,6212,2017-10-08
202,889,2006-01-26
119,3157,2025-06-20
186,2975,2023-06-16
202,6015,2005-11-22
72,2844,2020-06-18
97,7214,2019-07-15
87,3415,2023-11-08
202,1892,2013-09-17
71,7825,2025-08-02
39,2678,2025-06-18
160,821,2017-03-05
181,4040,2020-07-04
102,3802,2022-01-01
173,6542,2019-11-04
202,6617,2008-10-04
202,670,2003-10-27
132,5814,2018-12-04
172,7999,2020-07-16
100,2192,2024-03-13
202,2067,2002-07-20
201,400,1955-04-08
28,2876,2019-10-04
201,287,1969-01-23
43,1463,2021-06-19
183,7540,2020-11-29
202,1561,2009-12-06
201,8482,1988-03-17
198,4981,2019-08-24
27,6193,2019-09-08
60,1029,2018-10-19
91,3609,2023-05-06
87,4754,2017-08-25
92,4650,2024-10-21
162,3812,2017-04-29
85,4376,2020-04-13
201,4937,1966-02-26
201,5232,1968-09-18
12,4627,2019-05-22
202,455,2001-09-27
137,3845,2020-07-11
147,7908,2024-01-01
201,4868,1961-05-06
144,8026,2022-02-04
201,3013,1958-02-19
120,591,2021-03-26
100,8253,2025-02-09
127,3519,2020-11-27
179,3297,2025-05-29
151,8783,2017-07-15
149,1890,2019-10-17
201,3050,1981-01-05
49,2083,2021-11-05
201,3647,1977-03-12
202,3026,1998-04-16
73,8012,2017-08-06
178,2710,2025-06-16
129,2733,2018-07-01
89,5727,2022-09-28
202,6754,1997-10-01
145,8439,2021-03-06
140,1206,2024-12-05
175,6278,2017-10-24
202,979,2008-05-01
40,1061,2025-09-20
76,5529,2019-03-15
39,2528,2024-01-04
145,706,2023-05-18
155,7957,2024-09-07
202,2091,2010-06-29
76,3228,2018-05-02
202,6732,1997-04-27
201,1436,1976-07-04
126,5253,2024-07-26
200,2168,2020-09-30
9,4455,2017-04-14
127,3717,2024-08-16
44,6392,2021-07-13
12,3028,2025-12-02
88,4042,2024-12-28
146,117,2019-11-18
33,7381,2021-05-28
202,931,2013-01-21
37,5241,2025-04-20
202,3415,2003-05-05
151,6662,2025-09-16
36,614,2021-02-24
175,6433,2020-04-24
2,1329,2025-10-11
50,6176,2024-07-06
35,3750,2019-05-20
2,1440,2022-01-07
6,3232,2020-03-18
11,607,2023-08-03
125,5869,2024-01-15
201,2483,1969-01-21
59,5030,2020-09-18
133,599,2017-06-05
201,5306,1975-08-05
201,4910,1985-08-11
201,230,1950-08-08
160,4356,2019-08-16
135,6232,2019-08-12
202,934,2003-06-12
152,3637,2017-09-28
140,5999,2017-12-11
85,6707,2025-01-26
71,5534,2025-07-19
159,876,2017-06-03
29,6128,2023-01-08
20,4061,2018-01-05
105,3425,2019-05-23
112,6377,2019-08-15
122,830,2022-05-15
202,8627,2009-08-24
202,828,2013-11-05
159,3508,2020-10-14
96,1476,2024-08-10
202,191,1998-01-30
202,8373,1999-04-09
202,5701,2016-04-14
202,1158,2010-03-27
146,5491,2020-08-29
122,3852,2023-03-31
202,5295,2016-07-29
202,5094,2013-08-17
201,2950,1987-09-15
202,499,2005-09-29
93,5097,2023-09-03
144,3927,2017-05-05
132,8537,2019-10-25
153,6422,2023-01-11
90,1117,2025-04-18
103,4740,2022-08-13
27,499,2021-01-27
147,4568,2017-02-04
139,1480,2022-06-07
167,1906,2025-10-23
202,3081,2006-04-01
12,2890,2017-11-13
15,459,2023-08-18
36,3736,2017-08-07
182,316,2017-09-28
202,4328,2013-10-12
106,5139,2025-04-23
176,1510,2019-05-17
202,8257,1995-12-14
117,6562,2024-10-18
151,1572,2020-03-04
7,4622,2017-09-13
93,5702,2022-06-16
179,1051,2017-09-08
202,417,1997-09-28
202,952,2002-02-20
92,1788,2020-11-21
39,3859,2019-05-12
134,2201,2020-11-13
8,7464,2023-01-09
202,3903,1997-12-10
130,8019,2024-04-28
122,5880,2021-05-11
103,4608,2022-02-19
201,5907,1985-05-08
165,777,2018-05-28
170,5681,2018-01-29
202,6011,2015-09-28
184,6085,2024-08-13
172,6853,2020-02-05
11,355,2018-12-15
83,6072,2017-03-15
202,3335,1999-04-17
192,8324,2021-02-19
201,128,1951-02-05
198,7388,2025-12-30
128,8650,2018-01-29
168,1385,2023-11-14
34,3149,2021-03-26
125,2641,2019-07-03
182,4245,2017-06-01
171,7076,2024-01-10
202,6790,2015-12-21
201,3257,1980-09-27
10,6095,2018-02-11
202,848,2005-05-23
202,2236,1996-03-04
145,2366,2023-06-20
142,6827,2017-04-07
61,797,2017-11-01
7,2161,2024-01-03
202,537,2003-07-21
202,513,1996-11-09
121,794,2019-08-13
96,4245,2023-03-22
146,4797,2020-09-25
202,7544,1995-11-16
38,2464,2024-11-20
154,4435,2018-07-31
175,1876,2020-07-09
202,3910,2007-07-14
4,6168,2019-02-27
192,7719,2019-07-10
201,7130,1981-09-21
201,6086,1986-01-09
202,7586,2006-11-20
202,3540,2007-08-19
131,3563,2017-01-23
86,3021,2021-08-13
145,5698,2024-01-26
131,7821,2024-01-27
102,8623,2025-06-19
173,4997,2019-02-23
147,8586,2019-01-07
147,4448,2021-06-19
38,6019,2021-11-12
67,4041,2017-02-21
201,2553,1956-04-30
202,5920,2001-01-01
177,1883,2017-05-23
156,3261,2017-08-29
86,1935,2021-12-14
92,7751,2025-12-13
89,270,2021-07-11
9,5821,2018-02-07
202,7117,1996-10-20
111,1127,2018-03-18
202,7134,2002-04-01
166,3219,2019-10-29
149,7916,2024-11-21
112,8448,2018-05-24
15,7545,2017-01-04
79,3439,2018-04-22
182,175,2025-11-07
124,2830,2017-02-18
201,5677,1977-07-17
55,2938,2025-08-05
79,835,2019-11-30
202,5309,2001-01-28
202,679,1995-04-13
201,8071,2020-02-27
115,6014,2020-03-03
138,6835,2025-01-23
139,8496,2024-09-03
48,5564,2024-04-23
201,1666,1962-02-23
120,7879,2024-05-21
66,3,2021-06-16
107,6984,2022-12-28
143,6588,2019-05-22
102,1733,2022-09-15
201,8461,1973-11-18
98,3101,2019-10-08
10,5667,2019-02-11
86,61,2024-09-17
202,5878,2013-04-16
58,1,2022-12-22
16,1713,2020-10-31
78,5520,2019-12-02
79,5748,2020-03-27
56,7332,2024-04-17
202,8578,1997-10-14
154,5693,2017-07-13
6,3640,2017-12-08
50,8151,2017-02-08
136,148,2024-02-26
17,8737,2023-11-05
91,6273,2017-04-03
114,4140,2023-04-11
144,5148,2023-07-12
118,1320,2019-05-23
202,5993,2012-12-01
201,3153,1976-06-08
201,8365,1991-04-15
178,2213,2018-10-10
202,5288,2007-10-14
6,4938,2021-01-13
202,3249,2005-05-11
183,4427,2017-08-23
201,5577,1951-04-02
201,2291,1953-03-09
147,4397,2025-08-25
147,7713,2025-09-11
98,1780,2017-01-13
201,1070,1983-02-25
126,1094,2021-01-15
201,1431,1992-03-05
72,2950,2023-10-12
70,7922,2017-03-06
17,6580,2020-01-28
164,5359,2020-06-19
149,4383,2017-10-30
181,6635,2019-07-19
202,1230,2002-05-25
201,2524,1978-07-09
176,7150,2017-09-02
41,1829,2025-08-21
202,3208,1998-02-10
202,7387,2016-11-04
128,5132,2024-12-27
44,2739,2020-02-01
76,674,2023-05-08
58,6855,2020-10-24
202,6189,2012-05-05
199,8551,2024-06-04
22,8704,2021-01-08
29,4873,2017-02-28
139,3670,2023-08-22
140,8312,2019-06-01
103,3678,2019-06-04
15,2501,2023-01-26
202,3645,2004-11-12
202,5391,2011-09-24
56,2760,2024-04-09
178,3470,2023-11-28
152,4612,2022-06-19
136,71,2025-10-23
155,1447,2024-10-05
202,5734,1995-09-01
202,5853,1999-11-26
162,7015,2019-01-20
202,7735,2011-05-14
202,6160,2014-06-22
202,6319,2001-07-30
200,6169,2019-08-16
162,5731,2020-11-24
192,6131,2019-03-15
202,2781,2004-05-16
60,4414,2023-12-06
202,4278,2014-12-19
70,4910,2017-01-08
202,8398,2004-10-27
172,2687,2021-09-22
145,5394,2020-09-19
160,3846,2024-12-17
34,1956,2017-06-10
202,953,2004-05-17
49,1726,2022-12-25
202,3675,1999-12-16
64,3517,2021-10-17
201,2766,1950-02-27
18,6767,2023-11-23
202,1970,1995-12-01
132,3649,2024-01-18
66,5357,2021-07-17
201,5998,1955-06-07
43,2863,2018-01-08
37,7396,2020-07-07
141,5355,2025-06-22
144,133,2017-11-04
26,4064,2024-09-04
202,1344,2001-12-25
192,2491,2022-12-23
93,6896,2020-12-28
201,2974,1979-11-08
202,5458,2010-04-08
32,1086,2024-08-06
90,1026,2021-09-13
201,2616,1965-04-29
195,1628,2019-07-28
64,1064,2023-03-22
31,1758,2020-03-10
201,7170,1958-02-22
158,5883,2019-03-15
135,4566,2018-08-23
124,5351,2025-02-02
201,6936,1984-12-11
12,2752,2022-12-15
133,5745,2018-09-28
93,624,2021-06-22
184,778,2024-12-16
201,6676,1985-05-06
138,3160,2020-09-14
68,3881,2018-11-30
22,2998,2018-07-05
134,3749,2017-11-03
21,4272,2017-09-09
37,8615,2025-09-13
201,8319,1973-09-01
25,2684,2021-03-10
47,5480,2018-05-04
54,4903,2020-08-06
149,4704,2024-05-22
71,228,2019-11-05
53,3579,2023-01-05
33,4412,2021-10-29
84,6830,2020-09-16
202,6217,2011-08-18
202,1386,2002-10-29
62,715,2024-04-08
59,2392,2025-09-14
32,1176,2020-02-10
177,5829,2021-07-05
55,4594,2022-11-04
40,8220,2018-02-28
100,5218,2018-02-05
94,5196,2025-04-12
64,2916,2021-12-03
194,8672,2019-02-18
124,4262,2024-12-16
121,4605,2018-08-18
11,6314,2017-05-05
67,7373,2017-01-19
202,7658,2001-12-14
194,5738,2025-10-29
19,2410,2024-04-03
177,1171,2018-08-03
177,8669,2022-01-04
43,8709,2018-02-17
117,5966,2022-03-22
164,2754,2025-10-27
201,809,1977-07-11
202,6933,2013-12-06
186,4568,2022-08-25
201,3519,1973-09-07
44,3495,2018-12-08
97,3515,2018-09-03
51,97,2017-05-10
154,2433,2018-05-02
27,7291,2019-09-09
103,8618,2020-10-30
151,4390,2019-11-12
40,8674,2017-07-11
202,5045,2002-02-05
175,200,2020-04-28
41,5301,2020-02-10
201,6625,1964-11-05
106,8481,2024-01-28
202,8681,2006-08-24
161,8250,2017-03-20
201,7517,1971-01-15
86,632,2023-09-15
23,1009,2023-04-06
100,1116,2018-11-11
74,7983,2025-03-27
202,3773,1998-02-22
100,264,2025-01-27
88,5309,2024-12-20
202,2333,2003-04-22
187,5439,2018-06-25
57,7810,2021-08-01
23,5043,2021-10-26
202,6726,2003-09-29
146,1051,2022-08-11
202,6028,2011-08-04
101,688,2024-02-29
202,2504,1998-11-20
202,7885,1999-04-03
202,2360,2005-05-06
96,7412,2021-03-12
30,3213,2018-12-25
202,1025,2007-01-01
8,5617,2017-12-01
202,610,2005-01-28
186,6646,2017-03-02
118,6368,2018-03-08
201,5235,1976-09-12
25,5522,2022-09-15
202,8071,1996-12-13
202,7940,2005-07-13
72,1518,2019-07-28
201,4199,1975-04-11
118,1155,2017-10-25
48,1296,2020-01-09
132,852,2022-11-28
126,8201,2024-01-25
160,2412,2023-01-25
201,8379,1982-10-22
202,2890,1997-07-15
202,8003,2001-07-09
18,446,2025-09-24
8,7773,2019-02-18
82,5386,2017-04-16
68,683,2025-08-14
53,8482,2019-11-19
202,4472,2013-11-29
202,6466,2016-01-19
201,2404,1984-08-09
122,8491,2025-11-25
188,7221,2018-06-13
92,4915,2017-10-04
44,3326,2017-08-27
15,453,2024-08-14
100,4110,2025-08-24
202,7345,2014-08-21
146,8687,2019-06-08
202,3687,2010-06-02
202,7274,2006-03-02
202,1267,2010-09-28
125,6346,2025-12-15
202,6282,2007-05-15
47,1989,2024-01-01
132,2964,2017-09-21
202,3488,2000-08-29
111,4579,2019-07-04
169,363,2018-03-27
202,2030,2007-12-28
202,8100,2003-05-30
202,7447,2013-12-14
40,3698,2023-01-01
7,5683,2018-01-02
125,4671,2025-02-16
159,143,2023-12-16
108,8383,2018-12-04
184,2437,2020-08-29
66,1629,2017-01-20
48,7002,2020-05-27
162,5636,2018-01-25
201,6798,1951-01-30
26,2150,2022-01-14
201,7758,1960-02-20
106,3055,2022-08-14
79,6117,2022-05-27
178,7564,2023-09-22
77,2924,2021-01-02
94,4424,2020-01-09
202,1486,2000-09-02
120,8410,2018-12-11
201,6578,1985-07-05
202,880,2014-11-13
134,5925,2020-02-14
91,3280,2023-11-02
15,5504,2017-11-27
202,8128,2016-07-22
42,7917,2025-05-24
9,1505,2024-01-21
195,1714,2025-04-11
66,1104,2024-03-21
40,6042,2018-04-26
168,4766,2025-06-26
130,867,2025-12-29
81,2325,2021-07-22
158,176,2025-12-04
202,8154,2011-06-09
172,2985,2017-09-18
77,4367,2024-05-13
62,8025,2020-08-08
202,5058,2009-07-26
155,6840,2023-11-13
202,2811,2010-05-02
196,7991,2025-02-15
22,7009,2022-11-17
201,2902,2020-12-14
49,2086,2018-12-24
202,5636,2016-10-30
202,1098,1997-10-21
121,7045,2020-03-06
173,3968,2023-08-06
170,4362,2025-03-15
92,7672,2025-02-06
146,3232,2025-07-21
45,6726,2018-09-27
202,7816,2003-10-25
85,3861,2023-06-07
202,2738,1995-09-14
202,6589,2012-08-17
134,6991,2018-08-10
202,5961,2003-02-18
130,7951,2021-03-26
40,4722,2023-09-24
17,5700,2018-04-13
77,4533,2017-04-05
184,4569,2025-12-23
202,7571,2012-07-11
202,385,2006-01-19
30,7623,2023-09-02
202,7897,1999-07-26
46,5087,2019-03-24
163,3118,2024-09-04
201,6346,1977-04-28
143,7503,2024-03-30
98,8604,2022-12-26
1,718,2019-07-14
201,7647,1984-04-26
202,3648,2014-06-27
201,776,1978-01-24
132,6600,2017-07-25
55,197,2018-06-24
101,8144,2019-06-17
171,6043,2019-01-23
201,4201,1958-12-04
201,2263,1956-03-14
98,7474,2021-05-31
61,5150,2025-03-23
202,5542,1999-01-11
29,721,2022-07-02
149,1695,2018-07-16
199,1752,2023-02-15
202,8717,2009-05-09
75,6045,2024-08-24
202,945,2000-05-12
202,1375,1998-07-15
73,4827,2019-06-01
149,6414,2020-02-29
202,6729,2004-06-05
54,4237,2020-06-12
22,971,2020-03-07
94,2524,2020-05-08
36,3848,2018-02-11
51,4074,2023-01-02
201,2205,1963-03-26
156,8490,2017-07-19
165,3676,2019-11-17
105,5883,2024-03-17
121,6649,2024-10-24
191,3085,2018-09-30
7,4210,2022-05-04
160,3213,2017-05-15
76,5366,2025-08-30
75,5633,2025-03-19
201,4432,1962-09-04
202,4752,2004-05-16
201,2909,1979-12-18
183,5366,2021-08-02
202,1490,2010-09-04
16,7613,2019-09-02
99,5693,2017-01-15
136,5068,2023-07-24
202,7585,2006-10-24
156,1779,2020-10-29
202,5099,2015-12-01
99,2825,2018-02-26
201,816,1991-11-10
201,1849,1993-06-12
202,5076,2010-04-08
152,522,2019-08-14
202,1076,2001-07-01
155,1376,2025-12-31
23,271,2018-02-24
202,255,2014-03-12
97,391,2018-03-06
138,193,2022-08-15
110,4262,2022-04-30
99,6848,2019-04-01
132,3489,2017-02-14
171,3292,2018-02-20
202,1631,1996-01-02
185,4331,2017-05-16
167,448,2021-01-15
202,4580,1996-12-27
148,8569,2019-03-01
14,7609,2017-07-30
49,2037,2023-10-31
1,2575,2023-03-04
47,6059,2019-10-31
34,6801,2023-08-08
43,4521,2022-10-29
186,3403,2017-02-13
117,1766,2018-09-20
56,7056,2022-07-15
9,1740,2023-08-11
201,1733,1994-09-09
155,8536,2025-06-18
68,7805,2018-09-24
202,3364,2000-11-02
26,598,2020-09-02
150,4989,2019-10-29
33,7176,2017-03-14
98,4229,2021-08-15
116,6505,2025-03-10
202,6444,2009-01-04
47,4020,2021-10-07
33,5963,2025-06-05
132,8771,2022-06-24
202,2753,2005-09-12
202,520,2012-05-27
143,571,2020-01-13
202,8624,2011-05-26
178,2590,2021-03-27
128,7088,2023-11-04
202,118,2002-03-25
197,8302,2021-12-18
155,91,2021-05-31
119,8392,2025-06-11
108,690,2021-09-08
93,844,2022-05-29
44,4156,2025-06-21
148,6821,2021-02-12
165,3980,2017-05-03
201,5618,1972-03-06
54,5084,2018-06-05
202,5892,1998-07-07
64,3770,2019-02-07
112,611,2020-03-04
201,2881,1994-01-13
130,2203,2025-08-11
94,4900,2025-06-12
202,3717,2009-11-25
159,2991,2018-03-18
3,8796,2020-08-04
118,3481,2023-04-05
58,5394,2018-02-14
89,3871,2025-08-23
129,8804,2020-12-19
133,896,2018-07-03
27,2989,2018-08-17
201,843,1994-01-02
200,2665,2017-03-27
122,8007,2018-01-29
202,5493,2012-05-15
57,2939,2019-02-18
153,2777,2017-03-17
68,2617,2023-02-11
195,8682,2022-02-01
50,2241,2020-05-26
5,492,2023-02-25
111,1979,2024-12-09
132,4205,2024-05-14
202,8507,1995-01-27
98,1154,2023-01-28
201,4624,1969-02-07
202,4836,1997-04-26
148,2180,2021-10-08
202,5841,1999-10-08
201,5614,1979-11-30
202,8191,1997-01-23
148,816,2017-05-21
202,5418,2001-08-16
138,5160,2020-08-25
168,5117,2017-06-11
157,5274,2020-12-27
190,8322,2018-09-22
27,3164,2025-06-18
93,2666,2020-12-18
132,7354,2017-12-15
103,4648,2024-12-05
201,7815,1953-12-18
24,2270,2024-05-08
27,926,2024-03-31
202,6728,2004-10-12
200,8287,2024-04-04
150,4156,2020-08-08
187,1628,2024-03-20
202,7778,2017-03-09
202,7706,2015-11-19
202,3083,1996-12-21
53,1949,2023-11-04
202,831,1997-08-31
2,8082,2022-01-22
8,3504,2025-07-08
202,787,2008-01-18
201,5947,1961-10-16
87,4774,2022-07-26
93,8408,2024-08-10
93,942,2017-12-26
123,411,2022-03-21
147,6607,2022-03-14
144,4739,2024-05-04
202,2883,1997-09-25
202,6851,1999-01-05
35,3031,2020-03-01
56,8262,2018-11-13
201,6389,1973-08-19
201,13,1957-05-09
52,8471,2021-06-08
202,1239,2003-08-06
38,1015,2020-12-09
9,1855,2020-01-21
96,4774,2018-09-26
131,5924,2025-12-06
11,8138,2024-12-31
201,7503,1979-08-15
134,6334,2022-11-06
190,8331,2022-04-28
202,4309,1995-02-26
78,7181,2021-11-07
69,5651,2025-10-03
182,3546,2019-09-02
61,1429,2020-11-04
24,2293,2017-06-16
202,8539,2016-06-05
74,8609,2017-12-21
86,2999,2025-07-20
8,1520,2025-07-22
202,8070,1996-09-02
202,6550,2011-09-12
201,1315,1951-01-10
61,8214,2017-07-05
201,2072,1952-07-08
202,6391,2015-09-01
202,5506,2012-05-09
202,4316,2008-12-20
202,3167,2010-10-31
155,4955,2025-02-27
46,5777,2020-12-14
77,3319,2017-10-04
47,6667,2020-03-04
110,5952,2017-09-12
98,4327,2023-03-21
202,5013,2002-03-13
202,2729,2016-07-27
191,765,2025-08-12
102,5875,2023-10-07
154,5371,2022-03-22
9,7036,2022-01-11
186,2833,2020-05-31
111,770,2022-06-23
188,4804,2023-10-25
202,2764,2007-10-23
83,406,2018-09-01
155,2282,2025-04-18
202,233,2010-02-02
170,1760,2020-10-18
60,4655,2019-09-23
59,8141,2021-09-01
185,4957,2024-05-05
202,5885,2002-08-29
87,7709,2019-11-17
50,1749,2020-02-01
115,1591,2024-10-28
202,6426,2014-11-01
160,149,2022-09-26
35,4541,2025-04-03
202,388,2015-08-25
139,6536,2019-08-30
20,1274,2019-05-15
177,805,2018-10-24
202,567,1999-01-13
174,2985,2020-04-08
138,7102,2020-11-21
43,5489,2020-03-14
194,1306,2021-07-04
202,2244,2011-03-01
79,2592,2023-02-09
42,2169,2022-11-21
202,7521,2004-12-05
155,4882,2017-12-08
110,2064,2019-03-01
201,865,1961-11-15
201,473,1990-09-11
163,3485,2020-06-16
202,3533,2009-09-03
31,8308,2023-06-17
189,2699,2025-08-13
145,6790,2018-07-25
201,7001,1963-03-22
69,4519,2024-09-24
65,5486,2018-09-19
147,2296,2021-06-24
98,6966,2020-05-27
201,2430,1984-03-25
85,2622,2017-07-25
167,7458,2023-01-16
202,5665,1998-03-13
75,5439,2021-08-18
201,79,1951-08-16
96,7449,2018-03-31
165,6177,2025-09-06
185,1774,2017-05-14
168,5768,2024-07-16
134,6902,2025-06-05
35,3788,2017-12-19
161,6071,2017-01-25
36,1061,2018-09-01
202,353,2010-07-09
26,523,2024-06-05
202,4210,2001-06-20
23,8506,2018-12-19
201,8113,1983-08-12
17,6334,2019-08-04
128,1171,2020-07-26
58,2125,2025-10-26
152,4760,2022-09-28
26,481,2020-02-03
118,7053,2025-11-17
202,1934,1998-07-17
87,7496,2019-06-13
146,7866,2020-12-10
96,1761,2024-03-09
202,7732,2015-01-01
199,3151,2018-01-16
190,6584,2020-02-16
202,2419,2011-07-11
119,3930,2023-05-01
99,3585,2019-10-22
167,1039,2021-03-11
42,2310,2017-02-26
152,445,2018-11-02
159,1627,2024-10-24
92,5093,2022-08-21
123,8010,2023-06-11
202,1807,2015-11-07
126,490,2023-01-01
201,2880,1985-05-06
2,2931,2021-07-19
202,5064,2001-11-25
16,8216,2019-12-21
202,4334,2016-02-26
202,3342,2005-06-19
16,212,2019-07-15
68,4389,2023-07-02
128,1608,2020-12-06
201,5698,1994-02-23
202,1525,2003-05-14
194,8341,2017-09-13
80,985,2017-10-29
51,8299,2025-10-03
201,2077,1964-11-27
179,8154,2023-05-26
189,6498,2024-12-11
177,6303,2018-04-10
154,3242,2018-02-26
41,7325,2019-06-13
155,7425,2018-04-17
152,4477,2022-08-19
196,2839,2024-01-22
202,1733,1998-11-06
202,5525,2003-06-07
101,3037,2023-02-28
104,6014,2024-02-17
202,2573,2012-02-21
43,4945,2025-03-31
145,6506,2023-07-30
202,4596,2012-12-21
103,6519,2024-01-29
112,5835,2020-06-28
202,8189,2012-03-11
92,1532,2018-04-18
202,2799,2012-10-10
37,6927,2017-03-31
202,5776,2001-01-02
97,1948,2017-12-13
202,5975,2015-02-27
14,2012,2018-12-04
202,4701,2000-06-19
202,7543,2012-08-29
173,4996,2023-07-23
100,5004,2017-06-12
201,1033,1994-05-01
201,2219,1974-12-23
202,3348,2011-03-29
157,1679,2018-07-26
165,7225,2025-09-11
28,4057,2024-08-07
22,5537,2022-11-30
35,5492,2023-03-15
127,6009,2022-03-25
171,5880,2017-02-05
202,4602,2013-02-03
198,3671,2017-12-26
54,609,2017-04-21
188,4136,2024-02-13
88,7100,2025-12-09
201,1913,1954-12-08
201,7366,1970-07-27
202,1893,2011-06-03
3,2396,2017-01-04
67,7236,2024-02-25
56,1667,2020-02-04
51,7533,2022-07-11
6,2333,2025-08-12
67,4744,2022-03-11
31,8310,2017-09-13
27,7372,2020-09-19
8,675,2023-06-20
109,1603,2025-10-29
117,3867,2025-08-14
202,2074,2008-10-31
52,8279,2023-10-13
180,7232,2024-05-02
62,763,2022-02-09
11,5634,2022-03-24
133,5249,2020-04-01
53,8667,2021-01-23
201,1902,1970-02-27
150,3368,2022-11-05
47,3224,2023-11-03
176,3940,2017-03-24
102,8090,2022-07-09
202,4284,2024-10-09
129,2863,2018-06-25
202,8067,2012-03-23
153,8131,2024-11-05
157,6383,2017-11-23
26,2575,2023-06-24
