SID,MID
181,7896
118,4992
44,6070
105,7724
191,6913
126,4154
99,3241
159,8749
77,2651
23,5081
128,3755
4,5370
147,3181
98,2596
59,5468
87,7969
140,6184
31,8713
115,91
44,3285
95,2213
160,1453
43,7361
101,4398
33,6510
91,1812
41,2714
25,7152
176,2729
194,2478
4,41
23,4163
90,3366
165,5177
30,8594
103,6589
92,6904
190,7114
129,8310
59,5049
112,2358
144,1268
6,6700
80,7774
197,3125
55,2481
196,491
25,1414
67,8478
14,2090
164,1706
173,7363
107,7808
67,3785
26,4278
99,3759
189,2750
128,7507
166,7662
121,8599
105,3912
107,3613
100,253
163,7435
110,6834
121,3570
85,5195
57,5398
42,1263
47,5137
116,2062
186,5253
37,5868
13,5918
73,1074
28,3115
146,50
83,6192
103,3365
103,8226
192,2797
145,7867
27,5565
9,1500
192,6153
155,3719
156,3324
15,1090
117,6040
60,1287
68,8471
15,97
26,4635
192,5983
80,347
4,7970
153,696
45,5723
66,4112
62,201
81,8463
126,6628
157,631
41,1281
125,3338
116,5513
32,8335
103,7486
39,5673
152,4960
181,2139
192,6003
92,2609
36,239
108,2405
158,7821
166,2583
8,5912
31,8529
25,3034
110,4113
139,897
185,8481
115,8218
21,5719
102,1198
186,7354
95,4168
27,4905
193,777
99,1468
7,7725
143,4280
134,2097
47,4696
148,7614
15,844
111,7786
84,1968
138,7042
102,5160
44,3560
188,3333
164,8271
65,3067
45,2869
176,2813
167,2733
134,1772
8,2975
192,5931
30,1669
29,1164
2,7603
31,5573
153,6644
11,8062
128,5234
148,3628
148,3999
182,8773
16,1279
64,3336
160,1667
63,1426
114,287
59,1039
11,2616
72,1007
192,2921
28,1499
191,1787
62,7210
147,1124
37,6900
55,4551
131,2177
195,2035
36,6507
28,4891
114,6791
108,835
60,6509
119,8330
73,5278
45,3867
38,6041
18,8733
176,4211
12,6780
25,7913
166,8033
132,5761
130,3558
184,1360
51,5210
132,8392
58,4307
110,8337
174,2215
156,5073
13,2787
151,2156
105,2010
151,2764
90,2184
141,7229
84,29
20,7467
127,793
177,959
40,2748
107,78
179,7348
70,3330
154,6755
122,177
117,3017
76,6919
72,1994
158,7810
11,3108
30,6076
103,4285
94,1131
156,4588
51,5237
17,51
11,7655
24,2398
194,7850
74,4359
22,2643
36,7229
171,3408
18,1351
33,1317
63,474
25,8654
59,3971
62,7790
157,8285
195,3954
138,7751
4,5395
192,4936
133,6369
58,3081
115,8495
50,6956
41,4408
94,1517
178,5793
95,5460
27,7519
32,958
44,4788
196,8531
101,8750
1,1917
2,5941
182,1635
58,2198
7,6339
60,1673
100,957
156,4192
98,2816
16,3171
146,8783
77,2981
178,1222
3,6838
97,8726
50,5258
190,1222
85,5603
48,6113
87,3466
181,8020
110,4798
27,5736
74,4087
95,4908
172,6165
150,1626
120,6434
180,7451
86,6043
24,5709
4,2768
190,2328
21,3553
115,7810
39,1362
28,4461
53,5174
31,7995
9,7496
133,1604
180,6963
51,1021
170,865
42,2678
123,5517
87,239
165,8370
81,4050
28,2541
54,3692
185,3780
83,5519
37,6662
44,2198
121,2660
22,7521
88,8514
63,3792
98,1328
76,3284
105,2879
72,7081
100,8104
115,7958
99,1348
43,7315
50,1156
51,3715
103,5972
22,2287
31,6574
81,8687
190,5216
136,847
129,3541
40,581
154,813
172,693
185,6538
196,5663
145,4464
42,7613
166,6573
148,2866
118,5213
153,905
105,6023
192,2429
25,5691
97,1876
87,7452
139,5467
35,8635
199,1013
119,3259
191,480
43,2414
100,1858
55,1637
122,8599
181,5076
4,195
161,2664
157,1536
70,6587
129,5093
61,2828
60,3213
44,6841
80,304
7,5128
182,1336
179,4146
198,5764
122,509
91,6340
113,5645
160,3514
21,8523
171,2767
145,4646
149,5374
112,3221
187,5756
85,7007
89,1880
65,6054
101,4106
115,816
101,8352
91,5459
105,4335
41,1510
43,3190
82,5114
199,1423
173,4305
44,416
28,2491
21,5645
41,4343
32,5256
183,5251
133,204
10,4834
178,2888
20,2775
142,4110
54,3947
184,2265
89,2693
91,304
81,7719
115,355
66,1604
181,2312
141,1883
127,7074
190,1068
25,2915
126,8216
166,3072
91,3794
83,7886
35,3027
34,192
130,5984
147,466
1,993
26,2191
93,137
110,5641
146,4989
91,741
33,748
107,5592
132,2902
62,3174
173,6264
9,2822
107,3998
134,6277
162,3739
67,5886
143,2387
107,3194
64,7336
2,6051
118,6555
169,606
132,1515
104,3667
19,4782
76,4593
31,6894
191,4286
14,2930
127,3859
61,2270
179,6453
79,7814
187,3875
46,4534
13,1936
163,8667
148,6423
142,422
102,3175
80,2063
164,245
168,4991
51,2005
66,8319
114,5293
86,5030
33,5547
76,1980
152,7317
43,6080
159,383
184,2708
152,2653
185,6620
131,4934
67,5317
28,1494
167,2728
44,6493
50,1691
72,8301
193,4941
174,5635
45,5853
65,5782
52,2604
129,1061
151,8727
18,2641
105,693
95,2066
2,8052
156,179
4,5397
75,7615
16,5161
56,647
176,698
125,4830
105,8733
12,8790
122,6173
128,884
80,4651
200,7561
168,3561
164,3718
124,2736
193,8544
152,3012
104,3780
121,4
16,6509
178,1040
5,925
3,4574
159,1197
109,4507
6,5570
105,2793
188,2422
109,1339
17,3084
48,3626
64,5410
61,3125
184,6633
61,3220
123,2046
44,6166
155,7134
110,5152
160,5141
167,8183
123,8729
18,7209
88,6522
115,4174
174,1369
133,2157
141,139
190,8785
73,2916
73,22
172,1893
22,6036
159,4352
100,7111
111,3763
198,7774
37,8617
25,630
89,3790
183,3507
18,6157
93,1103
83,8584
180,5659
180,3265
104,1459
144,4401
24,1888
2,8532
107,6125
61,5917
138,422
178,7431
87,4045
157,6277
69,4081
97,7074
51,5017
173,4474
130,8080
29,2984
56,4119
7,4737
133,2230
58,4996
123,7655
3,4512
49,2292
76,456
173,4695
65,4071
35,5989
14,1162
129,2881
28,7810
140,8087
172,1160
81,945
91,8158
134,4309
40,5204
131,779
95,6745
85,186
123,840
134,7605
148,1859
95,4930
113,3470
160,2651
175,1483
176,5996
21,6205
161,4507
117,7447
114,7588
13,7754
4,1578
10,5808
116,1326
21,7528
9,6863
142,2270
45,6549
19,8157
83,6723
73,1020
28,194
130,8533
114,6907
164,7551
17,5779
38,7331
99,4352
65,3527
29,7026
58,1184
152,5270
22,727
136,730
82,104
188,1600
58,3721
116,2706
53,366
156,4256
160,6437
84,592
195,3560
194,892
100,2227
175,5732
77,1156
102,354
180,4439
130,5596
199,5819
200,2891
62,1857
95,6827
78,8207
136,7772
109,1396
96,2439
134,7837
74,984
179,1722
55,2447
137,5497
96,2630
152,2816
141,4505
175,1837
68,6041
136,6223
82,4765
157,3663
139,6059
158,6636
173,8433
59,3768
52,4571
157,3688
113,4090
198,3161
188,922
101,2270
156,6532
99,5222
90,4458
64,8735
55,7421
124,6386
84,3484
166,5675
156,8087
159,920
174,5018
109,7775
147,7034
178,7617
83,710
10,5864
156,2377
147,4073
121,3380
22,3339
106,1163
131,403
94,4318
91,7615
81,6967
81,4360
83,2886
17,4967
152,4518
167,6249
21,5773
123,1235
39,5982
155,5622
149,2793
182,6862
188,6077
92,8334
42,2972
192,5493
51,3868
103,4499
64,4312
31,5625
200,881
95,4116
61,4884
46,2217
83,3367
200,2833
11,361
160,5214
20,6968
72,5517
137,3482
168,6694
94,562
172,1166
121,5222
109,4394
101,7005
78,6520
173,8459
129,1979
195,6466
155,2848
121,1647
57,1571
124,5912
125,6136
117,5853
70,7665
186,2285
118,4375
98,4365
108,2123
134,863
83,1183
48,6122
126,1816
135,3589
96,4306
17,5054
33,5639
15,625
150,4504
123,7913
48,4305
172,1891
123,3525
33,1492
128,8187
96,6762
95,6961
194,1312
127,3384
119,386
99,5067
25,7232
164,3928
99,7669
11,5335
158,7602
151,5442
194,6455
75,988
12,4472
183,4468
73,4995
86,348
55,8658
1,3721
126,821
133,3347
29,1845
125,2622
90,6845
114,6296
172,622
172,3347
121,5820
77,3959
169,8582
76,129
175,8256
78,5701
44,4524
159,1634
129,8298
59,273
171,4200
87,2695
50,6296
13,7677
96,5105
97,940
121,6729
62,7384
52,3763
90,4526
37,1895
124,7757
63,7589
71,52
81,786
55,1547
28,5529
109,241
14,8371
147,1610
184,1467
81,3446
107,7634
159,6783
126,6847
16,5553
126,6645
96,2894
161,5327
94,7237
140,8208
145,5077
20,1124
158,7264
137,7370
93,5347
121,8173
32,6199
135,1012
10,6725
188,6400
173,7260
46,4512
107,6186
126,6118
168,7932
41,4292
49,1181
138,2264
67,1477
160,5392
179,4048
196,1820
89,678
164,3465
112,1232
157,7947
149,6242
44,1884
135,7570
30,7399
119,6960
10,190
180,4107
20,5404
163,3406
46,2832
34,2449
23,5834
34,5169
65,6769
90,4773
21,3448
186,6130
39,7219
133,3899
34,5683
118,4559
2,6201
99,8362
49,8307
162,2944
163,7193
154,6145
55,4500
124,2790
200,8060
30,2848
78,2594
124,5804
152,5829
61,2640
9,8250
181,3661
167,7794
171,8772
91,7050
65,5930
22,5613
69,1849
19,3410
25,6164
13,2790
138,5823
138,7964
146,5883
178,1808
145,7519
146,2327
34,4510
77,4728
35,8301
157,4959
156,8574
109,1980
1,2990
42,6168
135,1357
27,6932
55,3855
180,4724
92,8679
102,6433
83,5314
186,947
186,296
92,8508
40,6815
12,1936
67,1590
130,6143
148,2699
146,2051
31,7949
101,2835
44,156
155,1664
85,1477
84,1415
116,1644
31,2948
131,1155
184,7863
181,8136
11,3524
95,5615
187,2299
157,8015
9,326
35,2319
183,7381
170,3847
39,8562
151,1495
113,2574
63,2556
9,5122
81,1892
49,812
175,378
88,6407
199,2542
139,3253
143,1705
68,1002
81,7548
106,1455
97,5169
135,2292
188,8733
76,4425
151,2560
148,7224
7,4175
196,5237
20,8670
193,1169
106,5272
26,3713
171,4803
80,7136
200,5098
49,5561
146,5463
162,3450
110,3049
171,4882
116,8429
109,7132
50,1226
200,1360
19,5347
53,6306
143,6504
188,3102
35,4536
125,2308
187,3236
153,5238
48,6328
4,337
66,2362
80,8588
78,4673
168,4588
10,7613
156,1889
119,3494
44,7127
68,8074
73,4064
197,7887
51,7586
124,3168
20,4205
90,2947
195,7677
25,6746
18,308
193,7784
199,5985
128,1961
108,4047
76,6501
47,8555
127,5020
191,6511
131,5312
62,5045
59,6994
92,2429
57,7217
114,1571
123,5589
195,4765
3,3808
90,6491
131,8732
169,1705
74,1887
123,4807
192,2998
135,4799
69,8160
187,456
122,576
10,8692
129,5901
134,5576
4,3627
21,8264
146,7320
71,5478
85,7450
127,4598
20,5976
53,7463
23,3239
158,7438
172,2912
15,4871
98,6369
18,6935
104,4755
38,1022
68,3379
9,2912
26,7619
76,5322
152,8565
24,4109
70,3185
98,1291
131,2158
150,5251
126,7282
178,3782
93,5279
96,125
29,354
6,2544
197,7218
102,8021
140,4849
127,295
38,6456
24,6592
39,8530
174,4771
186,5217
93,5402
23,431
45,7774
28,4010
23,8604
146,596
4,6215
135,2185
150,6910
25,1190
154,3466
127,4158
81,8229
22,492
169,8456
96,4243
135,6490
12,6288
170,8045
151,5824
147,3249
83,7081
182,8124
93,2643
196,4261
165,8166
151,2095
82,3132
2,846
54,974
146,5346
27,6122
97,5754
142,134
109,4861
58,4792
31,719
41,4451
21,2111
133,2714
9,3908
160,6532
177,4970
102,1673
136,1010
7,8324
128,390
97,6788
55,4399
9,7478
176,1751
126,2316
176,7917
4,3294
96,5985
126,7352
141,4017
52,2164
29,2450
161,1366
88,6837
60,2885
81,4310
21,3535
110,2317
109,443
38,5026
66,6570
171,1740
149,6989
30,5089
20,4772
24,8651
149,8356
179,777
170,7031
38,5225
97,8585
123,7464
104,7182
36,6167
133,4443
129,4952
116,4509
42,4203
10,7760
157,3895
62,7469
47,8522
118,2516
121,3496
147,3750
115,3766
149,1358
46,2502
14,58
38,7784
197,2938
15,7173
62,6050
183,2188
170,8259
97,6995
136,3962
90,452
30,7115
159,2145
11,4992
147,5925
123,322
112,3108
56,6580
52,3708
132,208
176,8049
104,4382
123,2030
185,2055
194,5166
13,6175
41,827
40,2480
2,5851
131,5311
57,8330
155,2433
65,4198
199,7817
101,4861
7,2760
36,267
21,5254
168,737
39,4941
60,2922
153,3286
132,1832
165,4322
22,2387
144,348
5,4413
166,5439
184,3934
41,4615
23,8751
23,6818
169,6572
56,7857
39,3636
169,5895
40,3011
77,8671
93,3179
10,1069
112,456
48,3890
47,4692
124,8079
124,1132
61,3736
69,7414
71,4640
153,1113
1,7681
109,5813
65,8221
150,6819
6,8541
165,2712
24,705
155,5728
104,8249
73,1396
197,6099
154,4756
123,4279
113,7366
187,3744
152,7393
29,1572
80,6572
86,2890
87,7282
143,3679
4,835
125,937
154,4448
191,7027
145,2534
51,4690
2,6131
84,7301
172,5749
90,1724
93,4124
27,7834
25,8591
45,1635
184,8550
3,232
75,7386
64,183
177,8801
60,4639
65,6239
19,394
88,4232
182,7429
18,6508
122,8317
72,5094
170,7376
178,5658
121,7149
17,6164
85,7107
38,4049
24,2875
33,7292
61,2951
28,102
187,5461
188,1417
67,3509
175,5865
54,571
82,2408
71,269
72,1222
75,4714
11,8710
80,2889
113,4390
188,1497
170,2820
44,3474
96,8304
19,5161
77,4514
102,7691
76,8695
170,5916
174,4145
192,6096
170,4937
138,8565
6,1704
157,4814
57,323
189,7775
155,7156
186,5237
188,7454
151,8405
9,5043
120,2557
8,2192
181,8623
105,6668
188,360
113,3583
163,5314
89,7197
45,1958
197,4005
34,4516
134,1262
183,2939
99,7055
81,361
79,6403
95,8604
156,2433
82,1068
199,6520
128,8106
89,129
101,180
118,3354
44,7970
194,4714
77,1283
162,8646
101,8549
78,978
43,7068
96,5602
31,3432
108,4877
76,4150
51,4591
29,1265
31,3429
110,4086
90,923
48,1453
197,4700
10,6871
93,8432
100,5003
13,37
46,3709
63,2455
43,1630
94,5515
112,1665
35,7235
74,8641
28,5146
15,7165
156,5871
62,8151
168,6808
186,1870
30,8217
58,8685
72,1498
57,3461
75,4872
13,4762
88,6420
40,804
27,7954
194,5358
121,140
122,4521
155,4695
119,5698
18,2646
197,8762
110,7534
43,2271
138,2555
150,1556
86,3378
31,8626
164,4762
189,931
116,6781
55,4267
84,7604
141,7680
125,2850
54,4457
125,2338
56,3432
62,6321
196,1735
162,4763
27,8275
135,8090
171,6607
71,2603
133,7477
159,7503
7,7557
97,1041
169,6343
107,1416
137,265
45,3618
6,6263
153,2457
105,1106
143,3295
31,1563
96,411
101,8324
76,1901
200,7505
15,4401
7,5359
86,2909
101,5879
131,1973
1,2412
24,7335
139,2023
168,5268
163,8366
93,7367
77,4618
93,3276
29,1304
65,7506
104,1480
117,5939
60,7607
43,1125
97,729
91,8230
67,4356
135,2445
73,7910
73,5000
94,1396
48,28
176,3320
64,2809
54,8146
69,5483
129,1264
98,2715
147,8172
50,441
61,1404
88,2314
122,5119
127,7462
141,4414
173,4937
93,7673
194,7788
19,7070
50,5530
155,7947
176,6708
186,5334
26,1870
78,4677
112,5925
87,2899
23,6949
159,7270
128,3377
7,803
109,7911
78,325
51,4756
34,1933
31,7591
164,7710
124,7068
141,2749
169,1698
90,2304
119,8544
194,1448
19,6614
117,2380
47,4971
174,6047
103,805
51,7305
148,3740
20,4940
57,7831
194,7840
15,6235
60,49
199,3880
99,3726
84,19
162,5797
97,1124
74,2824
62,2396
7,8641
82,1375
135,7663
30,2341
41,1767
40,1609
99,1039
131,8241
129,1725
61,4155
30,5634
166,3368
81,5908
179,7053
154,5280
148,2620
69,1146
185,6032
144,3177
144,1880
120,8039
143,1702
110,1279
45,6797
165,7723
58,2020
41,340
24,3548
191,3401
33,866
109,6152
66,1189
125,3157
135,7051
176,6820
132,8219
80,3401
19,6724
133,1861
32,1983
125,112
162,2761
140,3389
101,2124
123,2308
48,7425
55,7269
146,6835
43,6590
34,4020
198,2901
78,6131
13,6228
174,8627
148,2430
122,2743
178,558
195,8207
200,6758
172,348
189,2176
50,3847
116,216
30,578
78,7536
139,948
1,3964
128,8366
45,3514
159,8619
107,3526
153,1604
188,5520
130,7580
122,5947
48,4270
188,1707
62,2662
43,2399
111,6769
41,8184
188,4092
199,8564
189,4956
52,8705
138,5829
193,952
194,6638
197,4889
54,7701
121,6984
106,8739
184,1984
87,6897
133,8573
127,7590
26,4006
58,1327
109,7286
130,1111
140,3537
169,8375
2,7195
102,4294
131,1719
101,6805
151,6954
160,837
128,1332
33,5564
148,3986
57,3767
64,4865
119,6539
23,1376
166,3242
160,8781
100,6618
166,2822
68,6810
171,2691
17,2115
10,902
83,4463
194,4663
51,578
56,7495
148,8333
154,2513
183,4815
55,6583
60,6147
145,5678
168,5347
49,1730
13,8311
141,5989
181,6345
176,8788
126,6778
118,2051
144,4257
80,2170
16,2816
190,7169
66,948
9,5428
72,5164
76,3600
25,615
111,3979
94,7645
62,1899
96,5450
196,7856
54,8434
57,216
52,5187
100,4971
121,2036
83,7102
133,1983
15,1814
65,8353
87,2700
96,1195
85,5773
118,3698
120,1574
170,6003
8,3040
103,7159
110,5783
91,1324
31,367
8,3296
74,160
123,7293
21,3881
10,4253
151,3405
124,1571
182,7474
119,5478
142,1403
137,4449
177,433
155,1140
199,3158
20,1228
192,6252
32,5216
22,193
187,3703
32,2347
18,8403
10,7694
23,663
143,5624
109,3475
54,7792
126,1573
168,6625
161,2256
6,3768
143,1527
68,4950
84,139
145,702
93,5755
80,7351
191,6626
30,5711
118,2154
34,6220
81,4413
68,6259
14,8453
98,2254
148,639
85,8091
180,1928
102,8600
123,2811
18,428
48,2620
121,3945
117,8544
139,5850
154,7375
117,5931
70,2029
184,1701
28,157
37,2540
63,5985
193,3949
167,8121
108,4335
1,8367
186,4852
160,6781
137,3485
48,8621
182,4410
191,7871
81,2047
129,7052
55,1314
28,3114
83,2933
83,8785
129,7229
1,46
153,2722
181,1488
114,5149
192,7928
81,734
135,8684
90,5950
187,5812
109,1076
81,5367
61,4757
63,6580
7,2773
20,4616
3,5992
20,8462
156,8370
189,4590
123,6828
179,1875
164,7112
54,1400
16,2672
25,4341
102,1111
19,7464
82,1532
19,2210
141,2551
86,714
167,5838
119,107
30,364
34,8542
29,6115
200,1610
108,1476
124,7140
116,1627
75,2041
129,5546
110,5314
22,8186
137,3985
127,937
52,8406
75,3862
172,2529
143,4163
14,7550
93,6819
177,2604
178,2533
28,2624
62,8359
178,2822
30,2654
12,939
12,3175
25,2332
195,4978
171,4578
16,2442
5,5409
61,5592
186,5144
117,7435
66,7906
6,8273
136,3747
8,1578
138,494
136,2163
186,1729
115,5158
60,2141
74,3245
87,3540
163,1530
52,4967
155,4495
39,1452
93,4078
197,7637
44,4844
16,105
189,6236
27,4380
7,8358
143,6433
159,4228
184,8797
136,1003
52,3186
88,1543
139,6394
4,5507
1,334
154,5314
115,8735
13,2966
190,4656
196,6819
62,7641
9,4432
52,556
164,4450
19,2922
3,650
16,6629
62,3749
75,5762
183,5631
52,681
69,4636
19,5642
51,179
12,50
53,7226
159,8057
166,3869
200,2510
138,1559
54,3963
45,239
144,1108
49,7470
192,7217
37,4173
108,46
78,2786
73,4273
105,730
44,1478
104,655
38,4519
59,8484
181,6227
25,2244
77,314
93,2228
14,1667
145,2
6,7891
118,7870
64,4615
136,1208
31,5244
78,642
35,4661
169,2183
43,3612
47,8435
57,3860
21,6051
188,5986
136,8524
171,3318
119,3501
63,7034
181,1349
88,6146
20,6960
35,4740
18,8153
122,6100
155,2779
166,2635
58,8435
74,873
140,3666
27,5800
114,5484
4,751
132,10
196,7014
185,4074
95,2968
111,7454
160,3301
29,179
62,1896
94,3990
101,6840
98,4430
122,2268
14,3383
8,1336
96,6623
159,1464
97,8056
117,7534
182,120
121,2600
82,7807
8,8087
8,7312
31,2661
120,3256
129,5697
14,3924
97,327
173,1612
109,8415
142,442
40,7869
86,4872
178,3612
130,3716
43,479
11,4541
52,1275
62,8655
169,4092
127,6077
62,3887
118,8354
14,6938
56,5271
167,3861
77,6784
182,4511
43,7463
46,1751
57,3137
187,5548
35,647
116,5351
94,3172
168,1378
43,1
106,2925
167,4573
77,1767
156,4106
8,3372
88,2208
95,7510
198,2002
187,3350
47,4101
63,488
58,1701
36,5954
152,1049
182,4567
156,984
17,8745
154,1338
12,8239
18,6073
34,4976
75,7174
90,8608
149,913
97,5712
112,6193
159,3804
97,1889
140,4016
43,4363
91,7334
173,882
96,4223
33,1327
166,459
152,4818
48,3498
176,7379
58,6943
51,6346
2,3538
150,7638
66,1243
190,8619
145,8664
29,4680
23,7122
153,2310
199,1301
27,1339
3,2140
130,8117
38,5498
67,8285
178,755
161,3084
56,1545
84,723
106,2099
131,4254
17,8548
157,2222
105,5213
196,6049
25,2376
49,1589
164,7566
44,245
132,5506
33,4814
61,7559
24,3017
42,4011
28,5181
197,4748
52,6014
164,4902
75,1137
86,919
153,5267
53,2268
156,3380
140,7285
22,3161
17,8063
46,565
161,7047
129,4409
79,5216
106,8585
62,7217
164,5625
5,7344
145,4638
4,4964
27,2916
186,6427
13,3110
188,139
116,2178
100,7289
32,8038
5,5364
122,7326
190,6871
99,1082
107,1135
195,5245
180,1923
133,1538
136,7394
183,3352
174,6025
92,4340
142,6323
51,7731
24,4451
49,7163
119,4931
164,909
180,8489
136,2270
185,6471
107,8093
84,7743
179,3650
44,2949
83,7019
147,873
38,3262
155,5826
197,5182
9,7408
82,1920
43,8600
182,4289
39,7698
52,4770
56,6489
39,4984
143,4030
117,1018
102,4050
62,8535
118,884
196,5076
193,579
127,8652
14,8786
46,8556
77,4780
71,7085
143,4046
116,1557
85,4075
99,941
188,3973
76,3992
128,3881
189,104
131,1371
17,5881
143,3821
133,8057
12,8232
176,5723
41,4024
61,715
103,4211
105,3490
17,4058
113,2561
158,8766
72,8679
94,3744
153,2527
56,4295
68,7581
107,7009
105,2237
159,4702
135,1766
5,6214
105,5220
141,3735
184,7379
106,140
183,5797
22,2288
72,4930
99,6058
24,8221
97,6143
111,2842
152,8145
58,5764
20,942
152,8666
15,2291
78,6413
102,2041
122,6530
99,5762
175,1754
64,3459
65,3763
161,2011
165,3959
106,4717
64,4968
73,8148
105,7443
136,3450
184,7770
55,8308
136,3435
123,1725
86,1083
130,3769
195,6936
68,1846
70,163
6,6881
188,3938
34,1154
63,7202
153,3456
59,6430
27,739
110,1324
61,5077
167,2482
173,1035
45,7116
180,8746
85,1591
27,3026
125,3026
39,2038
191,2900
145,1732
72,162
157,8677
15,4154
121,5033
134,6528
54,7210
95,3819
126,1638
82,6863
177,2980
102,8523
73,3184
50,349
59,824
157,3340
10,6937
142,5595
192,3695
16,4210
175,3718
86,600
18,7400
47,7117
102,1195
86,8574
150,2348
64,1644
50,2999
133,1262
147,6893
24,1794
16,1129
154,4466
164,8002
68,4519
143,2981
164,2296
64,5474
148,7137
105,2831
6,218
118,223
30,2089
48,3017
137,3839
186,4936
163,2177
156,38
171,925
36,103
42,4682
31,528
96,2961
168,886
91,1411
184,2645
11,2682
40,4188
123,3715
59,2884
166,2555
103,2799
123,1316
142,2629
153,5848
136,4374
49,4157
46,5912
47,1985
20,680
8,1541
3,6140
191,937
140,7057
162,2216
168,5289
49,7654
59,8142
133,6919
22,5243
73,7783
154,6260
173,2435
181,341
9,5036
85,4452
1,3238
104,5436
14,7575
108,6868
167,4789
66,1021
103,7131
32,3904
17,894
154,6918
56,3188
118,1267
2,8645
106,8568
97,1948
40,7424
38,1627
74,5315
15,5870
135,7683
132,8185
200,3686
133,2138
102,4498
157,3597
102,4146
81,8379
41,3077
84,6766
51,2818
122,6317
199,1095
130,4824
70,1496
189,1196
32,4714
129,6090
103,7121
112,629
67,3510
121,7100
118,37
154,662
87,4481
178,2121
119,715
183,8722
151,8059
91,8343
75,3453
43,5686
200,584
200,1828
92,3254
13,2955
180,3404
91,2722
172,1247
162,7438
162,7245
66,282
100,5006
62,3331
70,7181
103,6090
105,5325
89,749
118,3120
140,8120
75,372
62,4547
85,1655
23,4275
4,6241
82,229
101,2569
118,5921
106,1769
99,2073
32,6156
147,2970
94,4257
134,192
135,6398
49,1817
62,959
15,795
176,2897
38,2440
70,4160
91,6750
1,2008
6,3863
170,704
104,1865
27,150
81,733
132,8142
51,7998
65,8575
187,1478
82,1417
176,2468
85,8655
96,6402
64,7588
166,7045
174,7028
82,2143
11,899
28,7600
166,4693
5,2907
15,702
105,1817
54,5659
141,5043
155,2657
113,915
136,8419
32,6250
32,7729
192,4442
78,1175
59,8099
104,3859
10,3351
151,2674
41,6652
120,6017
18,1896
42,7291
6,7502
127,5148
160,6271
4,6641
194,5538
177,1427
122,2368
96,6462
74,306
7,169
163,6932
190,1125
101,1780
11,3105
115,3483
22,3470
79,4395
37,1102
66,1385
177,2247
118,486
164,5636
189,6184
136,1751
176,5337
84,6093
32,3421
181,5744
41,2971
159,2007
182,7301
154,108
35,7462
142,1632
45,6413
174,1284
187,557
88,7363
15,5139
183,4901
141,306
154,2085
102,7923
129,5739
65,5247
153,3137
141,624
105,2127
101,2927
11,850
61,7415
89,7959
33,3837
86,5416
42,8637
184,6816
150,2435
98,902
156,3355
199,5395
64,8612
197,7548
165,929
64,2856
76,3334
102,2576
89,6780
145,5090
183,6631
108,362
89,3236
137,7042
102,28
140,3283
109,8719
176,6034
199,4214
9,987
2,2750
146,1671
83,7173
4,7494
38,6607
120,1810
10,8295
103,5562
23,8097
28,8594
70,1569
15,4646
25,7497
128,1040
80,780
110,8151
41,8475
4,3657
40,1010
97,4107
48,2527
152,4131
184,5811
185,4813
174,4582
128,2002
51,2891
22,1098
184,7252
174,1430
92,8377
178,6906
4,2820
38,688
106,2214
69,2415
128,7281
110,8714
124,3635
123,2386
168,8127
112,6372
52,4090
71,4716
47,1645
128,2752
171,17
26,5854
62,1247
20,868
160,1807
191,8545
105,5755
65,882
86,2362
164,6819
119,6690
94,6891
122,6907
33,1650
40,2722
9,3436
8,5855
109,8408
5,2583
52,7613
85,98
113,4947
122,3498
195,4768
86,2745
150,4493
35,8625
144,2394
43,4339
194,5063
49,816
40,277
171,193
121,3491
120,2219
74,5943
179,3222
138,5320
61,6919
83,5944
53,613
10,1129
73,1689
101,5753
101,5431
59,7635
74,6779
125,8319
70,4775
17,7573
64,8284
79,7538
11,6641
157,6308
162,4300
89,2583
160,890
101,5216
185,815
86,2964
188,4142
27,743
36,710
42,1956
178,4777
104,8637
65,3333
84,4792
139,6813
115,2357
64,2206
74,8190
59,1087
26,782
153,6299
34,4687
125,5140
148,4572
84,4835
35,803
144,5859
105,6775
91,2887
51,8457
65,8598
66,4406
34,4376
174,4497
35,6659
175,4541
117,8475
125,3497
50,5902
2,1722
191,5411
114,2801
131,3532
7,7521
121,3974
90,476
63,4377
87,2682
138,3249
105,452
56,7901
77,656
142,8597
85,2162
82,1044
84,1680
45,7951
119,4955
83,8484
145,3675
57,6009
71,1062
128,3835
140,4111
179,1685
33,2701
112,7303
38,6857
153,3627
47,7796
120,1082
50,2157
18,79
81,2585
174,7705
108,38
190,183
73,363
187,6925
53,2132
104,6883
180,8131
38,2855
46,7234
95,6704
71,5874
138,1280
127,5348
85,4931
156,4721
89,4518
70,6711
27,2340
161,1916
171,7161
130,2243
185,700
161,4557
161,7094
111,2116
102,93
147,3202
114,3972
38,7283
140,965
167,3495
62,7716
60,4224
50,2260
193,2832
85,6881
5,3643
81,1122
122,5138
190,5490
16,8082
49,5218
126,1894
160,6296
152,4849
169,1217
154,6476
15,5922
45,4097
4,7767
187,8539
128,1288
184,6365
183,4849
132,647
42,3858
171,2656
103,7823
111,3861
182,980
147,3182
74,5410
130,2169
177,7629
125,1055
119,8254
46,8025
179,8356
38,7659
44,702
93,5401
150,6867
63,1670
118,7127
56,1108
186,8028
50,6036
176,4632
13,8706
199,1894
2,2487
173,494
90,6727
155,6309
195,8630
146,3771
144,6052
82,7220
20,1827
145,4453
18,5906
127,6576
69,4917
168,6839
188,5577
64,6297
178,5418
